"","year","brood","offspring","rank","dam","sire","pair","valid_cross","dam.type","sire.type","hothiphop.parents","hiphop","hot.parents","hot.dam","hot.sire","hothiphop.dam","hothiphop.sire","below.threshold","threshold","loci.dyad.dam","loci.dyad.sire","loci.triad","offspring.heterozygosity","social.mother.sampled","social.father.sampled","social.mother","social.father","condition","ranking","ranking2"
"142",2015,"Test_F1","SAR_15_6748",1,"SAR_15_6440","SAR_15_6407","SAR_15_6407_SAR_15_6440",FALSE,"within-group subordinate","within-group subordinate",356,264,92,14,81,278,345,1,99999,4934,4931,4906,0.371975806451613,0,0,NA,NA,"none","hothiphop.parents","none"
"143",2015,"Test_F1","SAR_15_6748",2,"SAR_15_6440","SAR_15_6401","SAR_15_6401_SAR_15_6440",FALSE,"within-group subordinate","within-group subordinate",364,277,87,14,76,291,353,1,99999,4934,4888,4865,0.371975806451613,0,0,NA,NA,"none","hothiphop.parents","none"
"144",2015,"Test_F1","SAR_15_6748",3,"SAR_15_6437","SAR_15_6401","SAR_15_6401_SAR_15_6437",FALSE,"within-group subordinate","within-group subordinate",384,257,127,111,76,368,333,1,99999,2646,4888,2627,0.371975806451613,0,0,NA,NA,"none","hothiphop.parents","none"
"145",2015,"Test_F1","SAR_15_6749",1,"SAR_15_6445","SAR_15_6432","SAR_15_6432_SAR_15_6445",TRUE,"within-group subordinate","within-group subordinate",254,163,91,46,54,209,217,1,99999,4914,4858,4839,0.362254206365295,0,0,NA,NA,"none","hothiphop.parents","none"
"146",2015,"Test_F1","SAR_15_6749",2,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",398,268,130,106,84,374,352,1,99999,3004,4861,2984,0.362254206365295,0,0,NA,NA,"none","hothiphop.parents","none"
"147",2015,"Test_F1","SAR_15_6749",3,"SAR_15_6437","SAR_15_6401","SAR_15_6401_SAR_15_6437",FALSE,"within-group subordinate","within-group subordinate",401,263,138,117,84,380,347,1,99999,2628,4861,2612,0.362254206365295,0,0,NA,NA,"none","hothiphop.parents","none"
"148",2015,"Test_F1","SAR_15_6750",1,"SAR_15_6489","SAR_15_6486","SAR_15_6486_SAR_15_6489",TRUE,"within-group subordinate","within-group subordinate",167,119,48,27,24,146,143,1,99999,4971,4998,4954,0.344092448694959,0,0,NA,NA,"none","hothiphop.parents","none"
"149",2015,"Test_F1","SAR_15_6750",2,"SAR_15_6489","SAR_15_6401","SAR_15_6401_SAR_15_6489",FALSE,"within-group subordinate","within-group subordinate",367,267,100,27,78,294,345,1,99999,4971,4941,4899,0.344092448694959,0,0,NA,NA,"none","hothiphop.parents","none"
"150",2015,"Test_F1","SAR_15_6750",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",381,240,141,119,78,359,318,1,99999,3031,4941,3011,0.344092448694959,0,0,NA,NA,"none","hothiphop.parents","none"
"151",2015,"Test_F1","SAR_15_6751",1,"SAR_15_6431","SAR_15_6447","SAR_15_6431_SAR_15_6447",TRUE,"within-group subordinate","within-group subordinate",115,55,60,33,28,88,83,1,99999,4944,4971,4937,0.295500200883889,0,0,NA,NA,"none","hothiphop.parents","none"
"152",2015,"Test_F1","SAR_15_6751",2,"SAR_15_6431","SAR_15_6401","SAR_15_6401_SAR_15_6431",FALSE,"within-group subordinate","within-group subordinate",336,196,140,33,116,229,312,1,99999,4944,4904,4873,0.295500200883889,0,0,NA,NA,"none","hothiphop.parents","none"
"153",2015,"Test_F1","SAR_15_6751",3,"SAR_15_6431","SAR_15_6407","SAR_15_6407_SAR_15_6431",FALSE,"within-group subordinate","within-group subordinate",370,224,146,33,125,257,349,1,99999,4944,4948,4915,0.295500200883889,0,0,NA,NA,"none","hothiphop.parents","none"
"154",2015,"Test_F1","SAR_15_6752",1,"SAR_15_6440","SAR_15_6401","SAR_15_6401_SAR_15_6440",FALSE,"within-group subordinate","within-group subordinate",316,209,107,17,93,226,302,1,99999,4964,4918,4896,0.313226452905812,0,0,NA,NA,"none","hothiphop.parents","none"
"155",2015,"Test_F1","SAR_15_6752",2,"SAR_15_6440","SAR_15_6407","SAR_15_6407_SAR_15_6440",FALSE,"within-group subordinate","within-group subordinate",338,214,124,17,109,231,323,1,99999,4964,4960,4935,0.313226452905812,0,0,NA,NA,"none","hothiphop.parents","none"
"156",2015,"Test_F1","SAR_15_6752",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",365,222,143,113,93,335,315,1,99999,3021,4918,3002,0.313226452905812,0,0,NA,NA,"none","hothiphop.parents","none"
"157",2015,"Test_F1","SAR_15_6753",1,"SAR_15_6425","SAR_15_6427","SAR_15_6425_SAR_15_6427",TRUE,"within-group subordinate","within-group subordinate",132,86,46,30,22,116,108,1,99999,4990,4993,4970,0.323095333067411,0,0,NA,NA,"none","hothiphop.parents","none"
"158",2015,"Test_F1","SAR_15_6753",2,"SAR_15_6508","SAR_15_6427","SAR_15_6427_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",331,220,111,109,22,329,242,1,99999,3030,4993,3023,0.323095333067411,0,0,NA,NA,"none","hothiphop.parents","none"
"159",2015,"Test_F1","SAR_15_6753",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",363,223,140,109,106,332,329,1,99999,3030,4936,3009,0.323095333067411,0,0,NA,NA,"none","hothiphop.parents","none"
"160",2015,"Test_F1","SAR_15_6754",1,"SAR_15_6445","SAR_15_6432","SAR_15_6432_SAR_15_6445",TRUE,"within-group subordinate","within-group subordinate",214,165,49,29,24,194,189,1,99999,4997,4943,4924,0.369417862838915,0,0,NA,NA,"none","hothiphop.parents","none"
"161",2015,"Test_F1","SAR_15_6754",2,"SAR_15_6437","SAR_15_6401","SAR_15_6401_SAR_15_6437",FALSE,"within-group subordinate","within-group subordinate",400,267,133,113,83,380,350,1,99999,2666,4940,2647,0.369417862838915,0,0,NA,NA,"none","hothiphop.parents","none"
"162",2015,"Test_F1","SAR_15_6754",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",403,275,128,104,83,379,358,1,99999,3026,4940,3006,0.369417862838915,0,0,NA,NA,"none","hothiphop.parents","none"
"163",2015,"Test_F1","SAR_15_6755",1,"SAR_15_6472","SAR_15_6449","SAR_15_6449_SAR_15_6472",TRUE,"within-group subordinate","within-group subordinate",141,104,37,18,20,122,124,1,99999,4998,4942,4931,0.349770413256139,0,0,NA,NA,"none","hothiphop.parents","none"
"164",2015,"Test_F1","SAR_15_6755",2,"SAR_15_6472","SAR_15_6401","SAR_15_6401_SAR_15_6472",FALSE,"within-group subordinate","within-group subordinate",333,241,92,18,84,259,325,1,99999,4998,4934,4923,0.349770413256139,0,0,NA,NA,"none","hothiphop.parents","none"
"165",2015,"Test_F1","SAR_15_6755",3,"SAR_15_6508","SAR_15_6449","SAR_15_6449_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",357,232,125,118,20,350,252,1,99999,3024,4942,3014,0.349770413256139,0,0,NA,NA,"none","hothiphop.parents","none"
"166",2015,"Test_F1","SAR_15_6756",1,"SAR_15_6417","SAR_15_6401","SAR_15_6401_SAR_15_6417",TRUE,"within-group subordinate","within-group subordinate",149,103,46,21,29,124,132,1,99999,4934,4883,4866,0.331920048455482,0,0,NA,NA,"none","hothiphop.parents","none"
"167",2015,"Test_F1","SAR_15_6756",2,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",282,167,115,111,29,278,196,1,99999,3005,4883,2987,0.331920048455482,0,0,NA,NA,"none","hothiphop.parents","none"
"168",2015,"Test_F1","SAR_15_6756",3,"SAR_15_6417","SAR_15_6474","SAR_15_6417_SAR_15_6474",FALSE,"within-group subordinate","within-group subordinate",284,157,127,21,112,178,269,1,99999,4934,4943,4924,0.331920048455482,0,0,NA,NA,"none","hothiphop.parents","none"
"169",2015,"Test_F1","SAR_15_6758",1,"SAR_15_6456","SAR_15_6478","SAR_15_6456_SAR_15_6478",TRUE,"within-group subordinate","within-group subordinate",141,91,50,40,15,131,106,1,99999,4904,5020,4900,0.309391165937127,0,0,NA,NA,"none","hothiphop.parents","none"
"170",2015,"Test_F1","SAR_15_6758",2,"SAR_15_6508","SAR_15_6478","SAR_15_6478_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",330,197,133,129,15,326,212,1,99999,3032,5020,3031,0.309391165937127,0,0,NA,NA,"none","hothiphop.parents","none"
"171",2015,"Test_F1","SAR_15_6758",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",388,229,159,129,118,358,347,1,99999,3032,4949,3012,0.309391165937127,0,0,NA,NA,"none","hothiphop.parents","none"
"172",2015,"Test_F1","SAR_15_6759",1,"SAR_15_6454","SAR_15_6460","SAR_15_6454_SAR_15_6460",TRUE,"within-group subordinate","within-group subordinate",135,89,46,24,24,113,113,1,99999,5012,4985,4968,0.335984095427435,0,0,NA,NA,"none","hothiphop.parents","none"
"173",2015,"Test_F1","SAR_15_6759",2,"SAR_15_6508","SAR_15_6460","SAR_15_6460_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",374,241,133,126,24,367,265,1,99999,3035,4985,3017,0.335984095427435,0,0,NA,NA,"none","hothiphop.parents","none"
"174",2015,"Test_F1","SAR_15_6759",3,"SAR_15_6454","SAR_15_6407","SAR_15_6407_SAR_15_6454",FALSE,"within-group subordinate","within-group subordinate",377,266,111,24,93,290,359,1,99999,5012,4997,4979,0.335984095427435,0,0,NA,NA,"none","hothiphop.parents","none"
"175",2015,"Test_F1","SAR_15_6760",1,"SAR_15_6479","SAR_15_6453","SAR_15_6453_SAR_15_6479",TRUE,"within-group subordinate","within-group subordinate",132,102,30,12,18,114,120,1,99999,4974,4963,4919,0.346207445749552,0,0,NA,NA,"none","hothiphop.parents","none"
"176",2015,"Test_F1","SAR_15_6760",2,"SAR_15_6479","SAR_15_6401","SAR_15_6401_SAR_15_6479",FALSE,"within-group subordinate","within-group subordinate",365,275,90,12,81,287,356,1,99999,4974,4943,4898,0.346207445749552,0,0,NA,NA,"none","hothiphop.parents","none"
"177",2015,"Test_F1","SAR_15_6760",3,"SAR_15_6508","SAR_15_6453","SAR_15_6453_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",375,258,117,113,18,371,276,1,99999,3032,4963,3020,0.346207445749552,0,0,NA,NA,"none","hothiphop.parents","none"
"178",2015,"Test_F1","SAR_15_6761",1,"SAR_15_6440","SAR_15_6401","SAR_15_6401_SAR_15_6440",FALSE,"within-group subordinate","within-group subordinate",333,190,143,21,132,211,322,1,99999,4988,4939,4914,0.293203109427945,0,0,NA,NA,"none","hothiphop.parents","none"
"179",2015,"Test_F1","SAR_15_6761",2,"SAR_15_6440","SAR_15_6407","SAR_15_6407_SAR_15_6440",FALSE,"within-group subordinate","within-group subordinate",348,191,157,21,145,212,336,1,99999,4988,4984,4957,0.293203109427945,0,0,NA,NA,"none","hothiphop.parents","none"
"180",2015,"Test_F1","SAR_15_6761",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",389,202,187,154,132,356,334,1,99999,3025,4939,3005,0.293203109427945,0,0,NA,NA,"none","hothiphop.parents","none"
"181",2015,"Test_F1","SAR_15_6762",1,"SAR_15_6409","SAR_15_6418","SAR_15_6409_SAR_15_6418",TRUE,"within-group subordinate","within-group subordinate",126,67,59,29,33,96,100,1,99999,5004,4975,4957,0.328753484667463,0,0,NA,NA,"none","hothiphop.parents","none"
"182",2015,"Test_F1","SAR_15_6762",2,"SAR_15_6437","SAR_15_6418","SAR_15_6418_SAR_15_6437",FALSE,"within-group subordinate","within-group subordinate",333,189,144,142,33,331,222,1,99999,2659,4975,2643,0.328753484667463,0,0,NA,NA,"none","hothiphop.parents","none"
"183",2015,"Test_F1","SAR_15_6762",3,"SAR_15_6409","SAR_15_6401","SAR_15_6401_SAR_15_6409",FALSE,"within-group subordinate","within-group subordinate",375,231,144,29,124,260,355,1,99999,5004,4942,4928,0.328753484667463,0,0,NA,NA,"none","hothiphop.parents","none"
"184",2015,"Test_F1","SAR_15_6763",1,"SAR_15_6431","SAR_15_6447","SAR_15_6431_SAR_15_6447",TRUE,"within-group subordinate","within-group subordinate",117,74,43,21,22,95,96,1,99999,4999,5024,4990,0.337373335982515,0,0,NA,NA,"none","hothiphop.parents","none"
"185",2015,"Test_F1","SAR_15_6763",2,"SAR_15_6431","SAR_15_6401","SAR_15_6401_SAR_15_6431",FALSE,"within-group subordinate","within-group subordinate",370,257,113,21,98,278,355,1,99999,4999,4953,4922,0.337373335982515,0,0,NA,NA,"none","hothiphop.parents","none"
"186",2015,"Test_F1","SAR_15_6763",3,"SAR_15_6508","SAR_15_6447","SAR_15_6447_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",372,232,140,133,22,365,254,1,99999,3038,5024,3035,0.337373335982515,0,0,NA,NA,"none","hothiphop.parents","none"
"187",2015,"Test_F1","SAR_15_6764",1,"SAR_15_6462","SAR_15_6475","SAR_15_6462_SAR_15_6475",TRUE,"within-group subordinate","within-group subordinate",167,113,54,17,40,130,153,1,99999,4979,4838,4821,0.334133653461385,0,0,NA,NA,"none","hothiphop.parents","none"
"188",2015,"Test_F1","SAR_15_6764",2,"SAR_15_6462","SAR_15_6401","SAR_15_6401_SAR_15_6462",FALSE,"within-group subordinate","within-group subordinate",348,240,108,17,96,257,336,1,99999,4979,4923,4907,0.334133653461385,0,0,NA,NA,"none","hothiphop.parents","none"
"189",2015,"Test_F1","SAR_15_6764",3,"SAR_15_6508","SAR_15_6475","SAR_15_6475_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",381,238,143,134,40,372,278,1,99999,3024,4838,2983,0.334133653461385,0,0,NA,NA,"none","hothiphop.parents","none"
"190",2015,"Test_F1","SAR_15_6765",1,"SAR_15_6502","SAR_15_6510","SAR_15_6502_SAR_15_6510",TRUE,"within-group subordinate","within-group subordinate",212,141,71,61,19,202,160,1,99999,4383,5007,4369,0.32921974522293,0,0,NA,NA,"none","hothiphop.parents","none"
"191",2015,"Test_F1","SAR_15_6765",2,"SAR_15_6508","SAR_15_6510","SAR_15_6508_SAR_15_6510",FALSE,"within-group subordinate","within-group subordinate",354,228,126,125,19,353,247,1,99999,3031,5007,3024,0.32921974522293,0,0,NA,NA,"none","hothiphop.parents","none"
"192",2015,"Test_F1","SAR_15_6765",3,"SAR_15_6502","SAR_15_6407","SAR_15_6407_SAR_15_6502",FALSE,"within-group subordinate","within-group subordinate",373,259,114,61,74,320,333,1,99999,4383,4991,4363,0.32921974522293,0,0,NA,NA,"none","hothiphop.parents","none"
"193",2015,"Test_F1","SAR_15_6766",1,"SAR_15_6479","SAR_15_6453","SAR_15_6453_SAR_15_6479",TRUE,"within-group subordinate","within-group subordinate",121,65,56,26,33,91,98,1,99999,4920,4913,4872,0.303463552154652,0,0,NA,NA,"none","hothiphop.parents","none"
"194",2015,"Test_F1","SAR_15_6766",2,"SAR_15_6508","SAR_15_6453","SAR_15_6453_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",358,220,138,134,33,354,253,1,99999,3021,4913,3009,0.303463552154652,0,0,NA,NA,"none","hothiphop.parents","none"
"195",2015,"Test_F1","SAR_15_6766",3,"SAR_15_6479","SAR_15_6401","SAR_15_6401_SAR_15_6479",FALSE,"within-group subordinate","within-group subordinate",363,246,117,26,94,272,340,1,99999,4920,4891,4849,0.303463552154652,0,0,NA,NA,"none","hothiphop.parents","none"
"196",2015,"Test_F1","SAR_15_6767",1,"SAR_15_6431","SAR_15_6447","SAR_15_6431_SAR_15_6447",TRUE,"within-group subordinate","within-group subordinate",130,75,55,38,18,113,93,1,99999,4949,4975,4942,0.307908470493778,0,0,NA,NA,"none","hothiphop.parents","none"
"197",2015,"Test_F1","SAR_15_6767",2,"SAR_15_6431","SAR_15_6401","SAR_15_6401_SAR_15_6431",FALSE,"within-group subordinate","within-group subordinate",355,226,129,38,100,264,326,1,99999,4949,4907,4877,0.307908470493778,0,0,NA,NA,"none","hothiphop.parents","none"
"198",2015,"Test_F1","SAR_15_6767",3,"SAR_15_6508","SAR_15_6447","SAR_15_6447_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",366,230,136,133,18,363,248,1,99999,3021,4975,3018,0.307908470493778,0,0,NA,NA,"none","hothiphop.parents","none"
"199",2015,"Test_F1","SAR_15_6768",1,"SAR_15_6446","SAR_15_6429","SAR_15_6429_SAR_15_6446",TRUE,"within-group subordinate","within-group subordinate",104,60,44,25,21,85,81,1,99999,4964,5017,4956,0.315820895522388,0,0,NA,NA,"none","hothiphop.parents","none"
"200",2015,"Test_F1","SAR_15_6768",2,"SAR_15_6508","SAR_15_6429","SAR_15_6429_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",366,204,162,154,21,358,225,1,99999,3032,5017,3029,0.315820895522388,0,0,NA,NA,"none","hothiphop.parents","none"
"201",2015,"Test_F1","SAR_15_6768",3,"SAR_15_6446","SAR_15_6401","SAR_15_6401_SAR_15_6446",FALSE,"within-group subordinate","within-group subordinate",396,261,135,25,118,286,379,1,99999,4964,4946,4891,0.315820895522388,0,0,NA,NA,"none","hothiphop.parents","none"
"202",2015,"Test_F1","SAR_15_6769",1,"SAR_15_6440","SAR_15_6401","SAR_15_6401_SAR_15_6440",FALSE,"within-group subordinate","within-group subordinate",315,197,118,20,105,217,302,1,99999,4990,4938,4914,0.303905938620965,0,0,NA,NA,"none","hothiphop.parents","none"
"203",2015,"Test_F1","SAR_15_6769",2,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",375,206,169,147,105,353,311,1,99999,3027,4938,3006,0.303905938620965,0,0,NA,NA,"none","hothiphop.parents","none"
"204",2015,"Test_F1","SAR_15_6769",3,"SAR_15_6440","SAR_15_6407","SAR_15_6407_SAR_15_6440",FALSE,"within-group subordinate","within-group subordinate",385,209,176,20,166,229,375,1,99999,4990,4985,4959,0.303905938620965,0,0,NA,NA,"none","hothiphop.parents","none"
"205",2015,"Test_F1","SAR_15_6770",1,"SAR_15_6417","SAR_15_6420","SAR_15_6417_SAR_15_6420",TRUE,"within-group subordinate","within-group subordinate",141,78,63,22,46,100,124,1,99999,4950,4843,4826,0.326423827731938,0,0,NA,NA,"none","hothiphop.parents","none"
"206",2015,"Test_F1","SAR_15_6770",2,"SAR_15_6417","SAR_15_6401","SAR_15_6401_SAR_15_6417",TRUE,"within-group subordinate","within-group subordinate",347,233,114,22,99,255,332,1,99999,4950,4899,4882,0.326423827731938,0,0,NA,NA,"none","hothiphop.parents","none"
"207",2015,"Test_F1","SAR_15_6770",3,"SAR_15_6508","SAR_15_6420","SAR_15_6420_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",353,219,134,121,46,340,265,1,99999,3026,4843,2985,0.326423827731938,0,0,NA,NA,"none","hothiphop.parents","none"
"208",2015,"Test_F1","SAR_15_6771",1,"SAR_15_6421","SAR_15_6404","SAR_15_6404_SAR_15_6421",TRUE,"within-group subordinate","within-group subordinate",112,66,46,23,25,89,91,1,99999,5012,4974,4965,0.316271659032065,0,0,NA,NA,"none","hothiphop.parents","none"
"209",2015,"Test_F1","SAR_15_6771",2,"SAR_15_6508","SAR_15_6404","SAR_15_6404_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",340,227,113,106,25,333,252,1,99999,3027,4974,3013,0.316271659032065,0,0,NA,NA,"none","hothiphop.parents","none"
"210",2015,"Test_F1","SAR_15_6771",3,"SAR_15_6421","SAR_15_6401","SAR_15_6401_SAR_15_6421",FALSE,"within-group subordinate","within-group subordinate",341,235,106,23,90,258,325,1,99999,5012,4942,4933,0.316271659032065,0,0,NA,NA,"none","hothiphop.parents","none"
"211",2015,"Test_F1","SAR_15_6772",1,"SAR_15_6505","SAR_15_6498","SAR_15_6498_SAR_15_6505",TRUE,"within-group subordinate","within-group subordinate",135,75,60,33,34,108,109,1,99999,4836,4931,4793,0.3196227929374,0,0,NA,NA,"none","hothiphop.parents","none"
"212",2015,"Test_F1","SAR_15_6772",2,"SAR_15_6508","SAR_15_6498","SAR_15_6498_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",346,203,143,137,34,340,237,1,99999,3022,4931,3001,0.3196227929374,0,0,NA,NA,"none","hothiphop.parents","none"
