"","year","brood","offspring","rank","dam","sire","pair","valid_cross","dam.type","sire.type","hothiphop.parents","hiphop","hot.parents","hot.dam","hot.sire","hothiphop.dam","hothiphop.sire","below.threshold","threshold","loci.dyad.dam","loci.dyad.sire","loci.triad","offspring.heterozygosity","social.mother.sampled","social.father.sampled","social.mother","social.father","condition","ranking","ranking2"
"213",2015,"Test_F1","SAR_15_6772",3,"SAR_15_6437","SAR_15_6498","SAR_15_6437_SAR_15_6498",FALSE,"within-group subordinate","within-group subordinate",378,198,180,174,34,372,232,1,99999,2638,4931,2619,0.3196227929374,0,0,NA,NA,"none","hothiphop.parents","none"
"214",2015,"Test_F1","SAR_15_6773",1,"SAR_15_6417","SAR_15_6401","SAR_15_6401_SAR_15_6417",TRUE,"within-group subordinate","within-group subordinate",131,87,44,25,25,112,112,1,99999,5004,4948,4929,0.320398009950249,0,0,NA,NA,"none","hothiphop.parents","none"
"215",2015,"Test_F1","SAR_15_6773",2,"SAR_15_6417","SAR_15_6474","SAR_15_6417_SAR_15_6474",FALSE,"within-group subordinate","within-group subordinate",244,120,124,25,104,145,224,1,99999,5004,5012,4991,0.320398009950249,0,0,NA,NA,"none","hothiphop.parents","none"
"216",2015,"Test_F1","SAR_15_6773",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",330,188,142,139,25,327,213,1,99999,3031,4948,3011,0.320398009950249,0,0,NA,NA,"none","hothiphop.parents","none"
"217",2015,"Test_F1","SAR_15_6774",1,"SAR_15_6479","SAR_15_6453","SAR_15_6453_SAR_15_6479",TRUE,"within-group subordinate","within-group subordinate",106,66,40,24,17,90,83,1,99999,4962,4951,4908,0.306786427145709,0,0,NA,NA,"none","hothiphop.parents","none"
"218",2015,"Test_F1","SAR_15_6774",2,"SAR_15_6479","SAR_15_6401","SAR_15_6401_SAR_15_6479",FALSE,"within-group subordinate","within-group subordinate",349,243,106,24,88,267,331,1,99999,4962,4930,4886,0.306786427145709,0,0,NA,NA,"none","hothiphop.parents","none"
"219",2015,"Test_F1","SAR_15_6774",3,"SAR_15_6508","SAR_15_6453","SAR_15_6453_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",358,231,127,127,17,358,248,1,99999,3028,4951,3016,0.306786427145709,0,0,NA,NA,"none","hothiphop.parents","none"
"220",2015,"Test_F1","SAR_15_6775",1,"SAR_15_6409","SAR_15_6418","SAR_15_6409_SAR_15_6418",TRUE,"within-group subordinate","within-group subordinate",191,155,36,21,17,176,172,1,99999,5004,4977,4958,0.356758909018515,0,0,NA,NA,"none","hothiphop.parents","none"
"221",2015,"Test_F1","SAR_15_6775",2,"SAR_15_6437","SAR_15_6418","SAR_15_6418_SAR_15_6437",FALSE,"within-group subordinate","within-group subordinate",372,242,130,123,17,365,259,1,99999,2663,4977,2647,0.356758909018515,0,0,NA,NA,"none","hothiphop.parents","none"
"222",2015,"Test_F1","SAR_15_6775",3,"SAR_15_6437","SAR_15_6401","SAR_15_6401_SAR_15_6437",FALSE,"within-group subordinate","within-group subordinate",380,234,146,123,90,357,324,1,99999,2663,4946,2644,0.356758909018515,0,0,NA,NA,"none","hothiphop.parents","none"
"223",2015,"Test_F1","SAR_15_6776",1,"SAR_15_6454","SAR_15_6473","SAR_15_6454_SAR_15_6473",TRUE,"within-group subordinate","within-group subordinate",212,179,33,15,18,194,197,1,99999,5005,4997,4983,0.36885082652858,0,0,NA,NA,"none","hothiphop.parents","none"
"224",2015,"Test_F1","SAR_15_6776",2,"SAR_15_6508","SAR_15_6473","SAR_15_6473_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",358,259,99,92,18,351,277,1,99999,3032,4997,3022,0.36885082652858,0,0,NA,NA,"none","hothiphop.parents","none"
"225",2015,"Test_F1","SAR_15_6776",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",366,251,115,92,77,343,328,1,99999,3032,4943,3011,0.36885082652858,0,0,NA,NA,"none","hothiphop.parents","none"
"226",2015,"Test_F1","SAR_15_6777",1,"SAR_15_6505","SAR_15_6498","SAR_15_6498_SAR_15_6505",TRUE,"within-group subordinate","within-group subordinate",136,79,57,45,21,124,100,1,99999,4856,4956,4811,0.308582834331337,0,0,NA,NA,"none","hothiphop.parents","none"
"227",2015,"Test_F1","SAR_15_6777",2,"SAR_15_6508","SAR_15_6498","SAR_15_6498_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",333,190,143,140,21,330,211,1,99999,3027,4956,3006,0.308582834331337,0,0,NA,NA,"none","hothiphop.parents","none"
"228",2015,"Test_F1","SAR_15_6777",3,"SAR_15_6437","SAR_15_6498","SAR_15_6437_SAR_15_6498",FALSE,"within-group subordinate","within-group subordinate",348,191,157,152,21,343,212,1,99999,2656,4956,2636,0.308582834331337,0,0,NA,NA,"none","hothiphop.parents","none"
"229",2015,"Test_F1","SAR_15_6778",1,"SAR_15_6454","SAR_15_6460","SAR_15_6454_SAR_15_6460",TRUE,"within-group subordinate","within-group subordinate",171,66,105,55,51,121,117,1,99999,4789,4772,4759,0.290235269623152,0,0,NA,NA,"none","hothiphop.parents","none"
"230",2015,"Test_F1","SAR_15_6778",2,"SAR_15_6508","SAR_15_6460","SAR_15_6460_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",338,183,155,137,51,320,234,1,99999,2955,4772,2944,0.290235269623152,0,0,NA,NA,"none","hothiphop.parents","none"
"231",2015,"Test_F1","SAR_15_6778",3,"SAR_15_6454","SAR_15_6401","SAR_15_6401_SAR_15_6454",FALSE,"within-group subordinate","within-group subordinate",348,218,130,55,83,273,301,1,99999,4789,4747,4736,0.290235269623152,0,0,NA,NA,"none","hothiphop.parents","none"
"232",2015,"Test_F1","SAR_15_6779",1,"SAR_15_6454","SAR_15_6460","SAR_15_6454_SAR_15_6460",TRUE,"within-group subordinate","within-group subordinate",156,67,89,46,46,113,113,1,99999,4863,4845,4829,0.292418032786885,0,0,NA,NA,"none","hothiphop.parents","none"
"233",2015,"Test_F1","SAR_15_6779",2,"SAR_15_6454","SAR_15_6401","SAR_15_6401_SAR_15_6454",FALSE,"within-group subordinate","within-group subordinate",346,198,148,46,113,244,311,1,99999,4863,4812,4798,0.292418032786885,0,0,NA,NA,"none","hothiphop.parents","none"
"234",2015,"Test_F1","SAR_15_6779",3,"SAR_15_6508","SAR_15_6460","SAR_15_6460_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",349,205,144,130,46,335,251,1,99999,2992,4845,2980,0.292418032786885,0,0,NA,NA,"none","hothiphop.parents","none"
"235",2015,"Test_F1","SAR_15_6780",1,"SAR_15_6454","SAR_15_6460","SAR_15_6454_SAR_15_6460",TRUE,"within-group subordinate","within-group subordinate",127,86,41,15,28,101,114,1,99999,4994,4971,4955,0.325883057273997,0,0,NA,NA,"none","hothiphop.parents","none"
"236",2015,"Test_F1","SAR_15_6780",2,"SAR_15_6508","SAR_15_6460","SAR_15_6460_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",348,217,131,123,28,340,245,1,99999,3022,4971,3007,0.325883057273997,0,0,NA,NA,"none","hothiphop.parents","none"
"237",2015,"Test_F1","SAR_15_6780",3,"SAR_15_6454","SAR_15_6420","SAR_15_6420_SAR_15_6454",FALSE,"within-group subordinate","within-group subordinate",351,206,145,15,136,221,342,1,99999,4994,4882,4865,0.325883057273997,0,0,NA,NA,"none","hothiphop.parents","none"
"238",2015,"Test_F1","SAR_15_6781",1,"SAR_15_6470","SAR_15_6483","SAR_15_6470_SAR_15_6483",TRUE,"within-group subordinate","within-group subordinate",234,159,75,36,43,195,202,1,99999,4946,4943,4932,0.361710712124269,0,0,NA,NA,"none","hothiphop.parents","none"
"239",2015,"Test_F1","SAR_15_6781",2,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",372,265,107,93,70,358,335,1,99999,3012,4884,2995,0.361710712124269,0,0,NA,NA,"none","hothiphop.parents","none"
"240",2015,"Test_F1","SAR_15_6781",3,"SAR_15_6470","SAR_15_6401","SAR_15_6401_SAR_15_6470",FALSE,"within-group subordinate","within-group subordinate",378,279,99,36,70,315,349,1,99999,4946,4884,4874,0.361710712124269,0,0,NA,NA,"none","hothiphop.parents","none"
"241",2015,"Test_F1","SAR_15_6782",1,"SAR_15_6417","SAR_15_6401","SAR_15_6401_SAR_15_6417",TRUE,"within-group subordinate","within-group subordinate",159,122,37,16,28,138,150,1,99999,4999,4942,4924,0.371787208607292,0,0,NA,NA,"none","hothiphop.parents","none"
"242",2015,"Test_F1","SAR_15_6782",2,"SAR_15_6417","SAR_15_6474","SAR_15_6417_SAR_15_6474",FALSE,"within-group subordinate","within-group subordinate",285,173,112,16,99,189,272,1,99999,4999,5005,4985,0.371787208607292,0,0,NA,NA,"none","hothiphop.parents","none"
"243",2015,"Test_F1","SAR_15_6782",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",320,208,112,105,28,313,236,1,99999,3026,4942,3007,0.371787208607292,0,0,NA,NA,"none","hothiphop.parents","none"
"244",2015,"Test_F1","SAR_15_6783",1,"SAR_15_6479","SAR_15_6453","SAR_15_6453_SAR_15_6479",TRUE,"within-group subordinate","within-group subordinate",167,119,48,32,17,151,136,1,99999,4940,4936,4890,0.354037267080745,0,0,NA,NA,"none","hothiphop.parents","none"
"245",2015,"Test_F1","SAR_15_6783",2,"SAR_15_6508","SAR_15_6453","SAR_15_6453_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",364,261,103,99,17,360,278,1,99999,3027,4936,3015,0.354037267080745,0,0,NA,NA,"none","hothiphop.parents","none"
"246",2015,"Test_F1","SAR_15_6783",3,"SAR_15_6479","SAR_15_6401","SAR_15_6401_SAR_15_6479",FALSE,"within-group subordinate","within-group subordinate",372,277,95,32,69,309,346,1,99999,4940,4918,4871,0.354037267080745,0,0,NA,NA,"none","hothiphop.parents","none"
"247",2015,"Test_F1","SAR_15_6784",1,"SAR_15_6423","SAR_15_6414","SAR_15_6414_SAR_15_6423",TRUE,"within-group subordinate","within-group subordinate",122,82,40,14,26,96,108,1,99999,5016,5006,4999,0.340633087796138,0,0,NA,NA,"none","hothiphop.parents","none"
"248",2015,"Test_F1","SAR_15_6784",2,"SAR_15_6423","SAR_15_6401","SAR_15_6401_SAR_15_6423",FALSE,"within-group subordinate","within-group subordinate",381,259,122,14,113,273,372,1,99999,5016,4946,4939,0.340633087796138,0,0,NA,NA,"none","hothiphop.parents","none"
"249",2015,"Test_F1","SAR_15_6784",3,"SAR_15_6508","SAR_15_6414","SAR_15_6414_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",396,261,135,133,26,394,287,1,99999,3031,5006,3021,0.340633087796138,0,0,NA,NA,"none","hothiphop.parents","none"
"250",2015,"Test_F1","SAR_15_6785",1,"SAR_15_6489","SAR_15_6486","SAR_15_6486_SAR_15_6489",TRUE,"within-group subordinate","within-group subordinate",197,143,54,32,26,175,169,1,99999,4966,4992,4948,0.363980853609892,0,0,NA,NA,"none","hothiphop.parents","none"
"251",2015,"Test_F1","SAR_15_6785",2,"SAR_15_6508","SAR_15_6486","SAR_15_6486_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",377,275,102,96,26,371,301,1,99999,3037,4992,3030,0.363980853609892,0,0,NA,NA,"none","hothiphop.parents","none"
"252",2015,"Test_F1","SAR_15_6785",3,"SAR_15_6437","SAR_15_6486","SAR_15_6437_SAR_15_6486",FALSE,"within-group subordinate","within-group subordinate",392,261,131,128,26,389,287,1,99999,2663,4992,2657,0.363980853609892,0,0,NA,NA,"none","hothiphop.parents","none"
"253",2015,"Test_F1","SAR_15_6786",1,"SAR_15_6446","SAR_15_6429","SAR_15_6429_SAR_15_6446",TRUE,"within-group subordinate","within-group subordinate",147,109,38,21,17,130,126,1,99999,4958,5017,4952,0.336584394904459,0,0,NA,NA,"none","hothiphop.parents","none"
"254",2015,"Test_F1","SAR_15_6786",2,"SAR_15_6508","SAR_15_6429","SAR_15_6429_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",355,223,132,128,17,351,240,1,99999,3035,5017,3032,0.336584394904459,0,0,NA,NA,"none","hothiphop.parents","none"
"255",2015,"Test_F1","SAR_15_6786",3,"SAR_15_6446","SAR_15_6401","SAR_15_6401_SAR_15_6446",FALSE,"within-group subordinate","within-group subordinate",405,299,106,21,93,320,392,1,99999,4958,4945,4885,0.336584394904459,0,0,NA,NA,"none","hothiphop.parents","none"
"256",2015,"Test_F1","SAR_15_6787",1,"SAR_15_6482","SAR_15_6465","SAR_15_6465_SAR_15_6482",TRUE,"within-group subordinate","within-group subordinate",151,107,44,21,23,128,130,1,99999,4992,4991,4972,0.353023348633007,0,0,NA,NA,"none","hothiphop.parents","none"
"257",2015,"Test_F1","SAR_15_6787",2,"SAR_15_6482","SAR_15_6468","SAR_15_6468_SAR_15_6482",FALSE,"within-group subordinate","within-group subordinate",360,236,124,21,104,257,340,1,99999,4992,4984,4966,0.353023348633007,0,0,NA,NA,"none","hothiphop.parents","none"
"258",2015,"Test_F1","SAR_15_6787",3,"SAR_15_6437","SAR_15_6465","SAR_15_6437_SAR_15_6465",FALSE,"within-group subordinate","within-group subordinate",384,252,132,127,23,379,275,1,99999,2659,4991,2648,0.353023348633007,0,0,NA,NA,"none","hothiphop.parents","none"
"259",2015,"Test_F1","SAR_15_6788",1,"SAR_15_6417","SAR_15_6420","SAR_15_6417_SAR_15_6420",TRUE,"within-group subordinate","within-group subordinate",155,113,42,12,31,125,144,1,99999,4976,4869,4853,0.371245494593512,0,0,NA,NA,"none","hothiphop.parents","none"
"260",2015,"Test_F1","SAR_15_6788",2,"SAR_15_6508","SAR_15_6420","SAR_15_6420_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",342,231,111,102,31,333,262,1,99999,3024,4869,2987,0.371245494593512,0,0,NA,NA,"none","hothiphop.parents","none"
"261",2015,"Test_F1","SAR_15_6788",3,"SAR_15_6417","SAR_15_6401","SAR_15_6401_SAR_15_6417",TRUE,"within-group subordinate","within-group subordinate",360,265,95,12,88,277,353,1,99999,4976,4918,4902,0.371245494593512,0,0,NA,NA,"none","hothiphop.parents","none"
"262",2015,"Test_F1","SAR_15_6789",1,"SAR_15_6446","SAR_15_6429","SAR_15_6429_SAR_15_6446",TRUE,"within-group subordinate","within-group subordinate",346,294,52,34,21,328,315,1,99999,4912,4963,4904,0.432220434432824,0,0,NA,NA,"none","hothiphop.parents","none"
"263",2015,"Test_F1","SAR_15_6789",2,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",361,290,71,50,58,340,348,1,99999,3020,4900,3001,0.432220434432824,0,0,NA,NA,"none","hothiphop.parents","none"
"264",2015,"Test_F1","SAR_15_6789",3,"SAR_15_6437","SAR_15_6401","SAR_15_6401_SAR_15_6437",FALSE,"within-group subordinate","within-group subordinate",383,288,95,82,58,370,346,1,99999,2657,4900,2640,0.432220434432824,0,0,NA,NA,"none","hothiphop.parents","none"
"265",2015,"Test_F1","SAR_15_6790",1,"SAR_15_6492","SAR_15_6484","SAR_15_6484_SAR_15_6492",TRUE,"within-group subordinate","within-group subordinate",163,89,74,21,55,110,144,1,99999,4975,4901,4878,0.316536692661468,0,0,NA,NA,"none","hothiphop.parents","none"
"266",2015,"Test_F1","SAR_15_6790",2,"SAR_15_6492","SAR_15_6401","SAR_15_6401_SAR_15_6492",FALSE,"within-group subordinate","within-group subordinate",346,241,105,21,94,262,335,1,99999,4975,4926,4904,0.316536692661468,0,0,NA,NA,"none","hothiphop.parents","none"
"267",2015,"Test_F1","SAR_15_6790",3,"SAR_15_6508","SAR_15_6401","SAR_15_6401_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",362,221,141,105,94,326,315,1,99999,3028,4926,3009,0.316536692661468,0,0,NA,NA,"none","hothiphop.parents","none"
"268",2015,"Test_F1","SAR_15_6791",1,"SAR_15_6454","SAR_15_6460","SAR_15_6454_SAR_15_6460",TRUE,"within-group subordinate","within-group subordinate",167,125,42,18,27,143,152,1,99999,4990,4973,4956,0.349041533546326,0,0,NA,NA,"none","hothiphop.parents","none"
"269",2015,"Test_F1","SAR_15_6791",2,"SAR_15_6508","SAR_15_6460","SAR_15_6460_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",332,232,100,92,27,324,259,1,99999,3028,4973,3015,0.349041533546326,0,0,NA,NA,"none","hothiphop.parents","none"
"270",2015,"Test_F1","SAR_15_6791",3,"SAR_15_6454","SAR_15_6401","SAR_15_6401_SAR_15_6454",FALSE,"within-group subordinate","within-group subordinate",338,254,84,18,72,272,326,1,99999,4990,4932,4917,0.349041533546326,0,0,NA,NA,"none","hothiphop.parents","none"
"271",2015,"Test_F1","SAR_15_6792",1,"SAR_15_6417","SAR_15_6420","SAR_15_6417_SAR_15_6420",TRUE,"within-group subordinate","within-group subordinate",150,100,50,22,30,122,130,1,99999,4992,4886,4868,0.34976057462091,0,0,NA,NA,"none","hothiphop.parents","none"
"272",2015,"Test_F1","SAR_15_6792",2,"SAR_15_6508","SAR_15_6420","SAR_15_6420_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",355,224,131,124,30,348,254,1,99999,3025,4886,2985,0.34976057462091,0,0,NA,NA,"none","hothiphop.parents","none"
"273",2015,"Test_F1","SAR_15_6792",3,"SAR_15_6417","SAR_15_6401","SAR_15_6401_SAR_15_6417",TRUE,"within-group subordinate","within-group subordinate",365,257,108,22,95,279,352,1,99999,4992,4935,4916,0.34976057462091,0,0,NA,NA,"none","hothiphop.parents","none"
"274",2015,"Test_F1","SAR_15_6793",1,"SAR_15_6446","SAR_15_6429","SAR_15_6429_SAR_15_6446",TRUE,"within-group subordinate","within-group subordinate",97,45,52,38,16,83,61,1,99999,4953,5005,4946,0.31364724660814,0,0,NA,NA,"none","hothiphop.parents","none"
"275",2015,"Test_F1","SAR_15_6793",2,"SAR_15_6508","SAR_15_6429","SAR_15_6429_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",320,191,129,121,16,312,207,1,99999,3028,5005,3025,0.31364724660814,0,0,NA,NA,"none","hothiphop.parents","none"
"276",2015,"Test_F1","SAR_15_6793",3,"SAR_15_6446","SAR_15_6401","SAR_15_6401_SAR_15_6446",FALSE,"within-group subordinate","within-group subordinate",369,247,122,38,94,285,341,1,99999,4953,4934,4881,0.31364724660814,0,0,NA,NA,"none","hothiphop.parents","none"
"277",2015,"Test_F1","SAR_15_6794",1,"SAR_15_6502","SAR_15_6510","SAR_15_6502_SAR_15_6510",TRUE,"within-group subordinate","within-group subordinate",241,171,70,56,19,227,190,1,99999,4375,4996,4364,0.356287425149701,0,0,NA,NA,"none","hothiphop.parents","none"
"278",2015,"Test_F1","SAR_15_6794",2,"SAR_15_6502","SAR_15_6407","SAR_15_6407_SAR_15_6502",FALSE,"within-group subordinate","within-group subordinate",374,273,101,56,78,329,351,1,99999,4375,4978,4356,0.356287425149701,0,0,NA,NA,"none","hothiphop.parents","none"
"279",2015,"Test_F1","SAR_15_6794",3,"SAR_15_6508","SAR_15_6510","SAR_15_6508_SAR_15_6510",FALSE,"within-group subordinate","within-group subordinate",376,261,115,108,19,369,280,1,99999,3028,4996,3024,0.356287425149701,0,0,NA,NA,"none","hothiphop.parents","none"
"280",2015,"Test_F1","SAR_15_6795",1,"SAR_15_6431","SAR_15_6447","SAR_15_6431_SAR_15_6447",TRUE,"within-group subordinate","within-group subordinate",119,74,45,27,21,101,95,1,99999,4977,5004,4970,0.331869886250249,0,0,NA,NA,"none","hothiphop.parents","none"
"281",2015,"Test_F1","SAR_15_6795",2,"SAR_15_6431","SAR_15_6401","SAR_15_6401_SAR_15_6431",FALSE,"within-group subordinate","within-group subordinate",338,221,117,27,98,248,319,1,99999,4977,4933,4902,0.331869886250249,0,0,NA,NA,"none","hothiphop.parents","none"
"282",2015,"Test_F1","SAR_15_6795",3,"SAR_15_6508","SAR_15_6447","SAR_15_6447_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",379,240,139,131,21,371,261,1,99999,3030,5004,3027,0.331869886250249,0,0,NA,NA,"none","hothiphop.parents","none"
"283",2015,"Test_F1","SAR_15_6796",1,"SAR_15_6462","SAR_15_6475","SAR_15_6462_SAR_15_6475",TRUE,"within-group subordinate","within-group subordinate",190,122,68,30,44,152,166,1,99999,4980,4838,4825,0.320056044835869,0,0,NA,NA,"none","hothiphop.parents","none"
"284",2015,"Test_F1","SAR_15_6796",2,"SAR_15_6508","SAR_15_6475","SAR_15_6475_SAR_15_6508",FALSE,"within-group subordinate","within-group subordinate",350,215,135,119,44,334,259,1,99999,3029,4838,2983,0.320056044835869,0,0,NA,NA,"none","hothiphop.parents","none"
"285",2015,"Test_F1","SAR_15_6796",3,"SAR_15_6462","SAR_15_6401","SAR_15_6401_SAR_15_6462",FALSE,"within-group subordinate","within-group subordinate",389,257,132,30,112,287,369,1,99999,4980,4925,4910,0.320056044835869,0,0,NA,NA,"none","hothiphop.parents","none"
